condensor_pressure(atm),reboiler(pot)_heat_duty(Watt),reflux_ratio,input_mass_fraction_of_acetic_acid,pot_pressure(atm),daily_work(min),produced_acetic_acid_mass_fraction,reboiler(pot)_temperature(C),condensor_temperature(C),upper_product_flow_rate(kg/hr),condensor_mass_flow_outlet_rate,fraction_over_pressure,duty_over_frac_multiplyed_by_pressure,reboiler_temp_on_flowrate,condensor_temp_on_flowrate,upper_product_precent,aceticindutyoverflow,refluxin_pot_devidedby_cond_temp,daily_work_multip_duty,order,order,atmosphere_pressure(kpa)
1,466.7,11.6,0.99,1.098692327,560.912,0.999992,121.6711006,118.0093534,0.342619976,4.317011701,0.999992,466.7037336,355.1196923,344.4322035,99.9992,1362.139684,7.714149724,261777.6304,5.1,5,101.325
1,466.7,11.8,0.99,1.098692327,569.351,0.999993,121.6711602,118.0093371,0.33726163,4.316948869,0.999993,466.7032669,360.7619405,349.9044257,99.9993,1383.782473,7.734062367,265716.1117,5.2,5,101.325
1,466.7,12,0.99,1.098692327,577.786,0.999993,121.6711142,118.0093214,0.332086885,4.317129505,0.999993,466.7032669,366.3833765,355.3567658,99.9993,1405.34527,7.753545429,269652.7262,5.2,5,101.325
1,466.7,12.2,0.99,1.098692327,586.223,0.999993,121.671226,118.0093067,0.327031396,4.316814433,0.999993,466.7032669,372.0475384,360.8500834,99.9993,1427.070117,7.772768342,273590.2741,5.2,5,101.325
1,466.7,12.4,0.99,1.098692327,594.66,0.999994,121.6710775,118.0092922,0.322124513,4.316468469,0.999994,466.7028002,377.7144326,366.3468243,99.9994,1448.809952,7.791505861,277527.822,5.2,5,101.325
1,466.7,12.6,0.99,1.098692327,603.097,0.999994,121.6712633,118.009279,0.317404988,4.31670784,0.999994,466.7028002,383.331289,371.7940276,99.9994,1470.352443,7.810104804,281465.3699,5.2,5,101.325
1,466.7,12.8,0.99,1.098692327,611.533,0.999994,121.6712933,118.009266,0.312797469,4.316605071,0.999994,466.7028002,388.9778704,377.2705273,99.9994,1492.010794,7.828296533,285402.4511,5.2,5,101.325
1,466.7,13,0.99,1.098692327,619.968,0.999994,121.6712552,118.0092536,0.308308639,4.316320945,0.999994,466.7028002,394.6410831,382.7633697,99.9994,1513.733775,7.846141867,289339.0656,5.2,5,101.325
0.1,933.3,0.2,0.99,0.198692327,54.2531,0.993674,72.5485303,56.3973806,7.488925282,8.986710338,9.93674,9392.416426,9.687442132,7.530770902,99.3674,123.8356519,2.249090683,50634.41823,2.2,2,10.1325
0.1,933.3,0.4,0.99,0.198692327,58.5934,0.994523,72.61296844,56.3948141,6.348443463,8.887820849,9.94523,9384.39835,11.43791685,8.883250583,99.4523,146.2072272,4.509672822,54685.22022,2.3,2,10.1325
0.1,933.3,0.6,0.99,0.198692327,62.9249,0.995663,72.6564406,56.37604088,5.512648399,8.820237439,9.95663,9373.653535,13.17995187,10.22667088,99.5663,168.5673039,5.554715153,58727.80917,2.4,2,10.1325
0.1,933.3,0.8,0.99,0.198692327,67.2543,0.996909,72.69263208,56.35008105,4.872283359,8.770110047,9.96909,9361.93775,14.91962325,11.56543593,99.6909,190.9608085,6.234161034,62768.43819,2.5,3,10.1325
0.1,933.3,1,0.99,0.198692327,71.5844,0.998012,72.75025061,56.3267244,4.364300773,8.728601545,9.98012,9351.590963,16.66939434,12.90624257,99.8012,213.4235581,6.736478647,66809.72052,2.7,3,10.1325
0.1,933.3,1.2,0.99,0.198692327,75.9111,0.998838,72.78872045,56.30632585,3.953159265,8.696950382,9.98838,9343.857562,18.41279735,14.24337399,99.8838,235.8153171,7.135807064,70847.82963,2.9,3,10.1325
0.1,933.3,1.4,0.99,0.198692327,80.2368,0.999329,72.80567858,56.29273781,3.613465293,8.672316703,9.99329,9339.266648,20.14843721,15.57860205,99.9329,258.1106169,7.455101053,74885.00544,3.2,3,10.1325
0.1,933.3,1.6,0.99,0.198692327,84.5618,0.999606,72.80273214,56.28479324,3.328005258,8.652813671,9.99606,9336.678651,21.87578639,16.91247125,99.9606,280.3277662,7.722282524,78921.52794,3.4,3,10.1325
0.1,933.3,1.8,0.99,0.198692327,88.8761,0.99976,72.82905335,56.28094467,3.084809561,8.637466771,9.9976,9335.240458,23.60893012,18.24454429,99.976,302.4744282,7.955489617,82948.06413,3.6,4,10.1325
0.1,933.3,2,0.99,0.198692327,93.2098,0.99985,72.83255597,56.27849016,2.873417844,8.620253532,9.9985,9334.40016,25.34701179,19.58590543,99.985,324.7561112,8.158389264,86992.70634,3.8,4,10.1325
0.1,933.3,2.2,0.99,0.198692327,97.5315,0.999893,72.82881452,56.2769905,2.69460051,8.622721633,9.99893,9333.998738,27.02768527,20.88509606,99.9893,346.3222594,8.338434532,91026.14895,4,4,10.1325
0.1,933.3,2.4,0.99,0.198692327,101.87,0.999925,72.8341704,56.27610358,2.527528398,8.593596555,9.99925,9333.700028,28.81636085,22.26527053,99.9925,369.2263173,8.501401792,95075.271,4.1,4,10.1325
0.1,933.3,2.6,0.99,0.198692327,106.196,0.999948,72.83749566,56.27551741,2.384349697,8.58365891,9.99948,9333.485341,30.54815984,23.6020402,99.9948,391.4071285,8.649601001,99112.7268,4.3,4,10.1325
0.1,933.3,2.8,0.99,0.198692327,110.521,0.999963,72.8360918,56.2751086,2.256896714,8.576207514,9.99963,9333.345334,32.27267395,24.93472929,99.9963,413.517137,8.785082379,103149.2493,4.4,4,10.1325
0.1,933.3,3,0.99,0.198692327,114.847,0.999971,72.83097646,56.27481235,2.140740376,8.562961506,9.99971,9333.270665,34.02139618,26.28754658,99.9971,435.9580193,8.909504091,107186.7051,4.5,5,10.1325
0.1,933.3,3.2,0.99,0.198692327,119.173,0.999977,72.8354211,56.27461725,2.03763381,8.558062003,9.99977,9333.214664,35.74509843,27.6176303,99.9977,458.0207344,9.026047251,111224.1609,4.6,5,10.1325
0.1,933.3,3.4,0.99,0.198692327,123.515,0.99999,72.83738453,56.27446806,1.943340063,8.550696278,9.9999,9333.093331,37.48051404,28.95760198,99.999,480.2508242,9.134300537,115276.5495,5,5,10.1325
0.1,933.3,3.6,0.99,0.198692327,127.845,0.999994,72.83480136,56.274349,1.857190973,8.543078476,9.99994,9333.055998,39.21772312,30.30078749,99.9994,502.5301188,9.235252577,119317.7385,5.2,5,10.1325
0.1,933.3,3.8,0.99,0.198692327,132.176,0.999994,72.82965746,56.27425419,1.779203688,8.540177703,9.99994,9333.055998,40.93385032,31.62889925,99.9994,524.557366,9.330006536,123359.8608,5.2,5,10.1325
0.1,933.3,4,0.99,0.198692327,136.499,0.999995,72.83772247,56.27419109,1.706458315,8.532291576,9.99995,9333.046665,42.68356386,32.97718473,99.9995,546.9195029,9.420413081,127394.5167,5.3,5,10.1325
0.1,933.3,4.2,0.99,0.198692327,140.827,0.999996,72.83746857,56.27413367,1.639873619,8.527342817,9.99996,9333.037332,44.41651341,34.31614061,99.9996,569.1269475,9.505276282,131433.8391,5.4,5,10.1325
0.1,933.3,4.4,0.99,0.198692327,145.155,0.999996,72.83453807,56.27408516,1.578360989,8.523149338,9.99996,9333.037332,46.14567808,35.65349471,99.9996,591.3072317,9.585467703,135473.1615,5.4,5,10.1325
0.1,933.3,4.6,0.99,0.198692327,149.472,0.999989,72.83796332,56.27404902,1.521110264,8.518217477,9.99989,9333.102664,47.88473594,36.99537789,99.9989,613.5582383,9.662279114,139502.2176,5,5,10.1325
0.1,933.3,4.8,0.99,0.198692327,153.788,0.99999,72.83810839,56.27401705,1.467985594,8.514316443,9.9999,9333.093331,49.61772698,38.33417528,99.999,635.7628243,9.735232712,143530.3404,5,5,10.1325
0.1,933.3,5,0.99,0.198692327,158.105,0.999991,72.83679053,56.27398935,1.418433829,8.510602975,9.99991,9333.083998,51.35015045,39.67332715,99.9991,657.9733091,9.804849111,147559.3965,5,5,10.1325
0.1,933.3,5.2,0.99,0.198692327,162.43,0.999992,72.83411103,56.27396513,1.372125211,8.507176306,9.99992,9333.074665,53.08124248,41.01226673,99.9992,680.1802972,9.871207326,151595.919,5.1,5,10.1325
0.1,933.3,5.4,0.99,0.198692327,166.75,0.999992,72.83824464,56.27394726,1.328690811,8.503621191,9.99992,9333.074665,54.81955925,42.35292876,99.9992,702.4151336,9.935429676,155627.775,5.1,5,10.1325
0.1,933.3,5.6,0.99,0.198692327,171.089,0.999993,72.83800364,56.27393006,1.287958061,8.500523204,9.99993,9333.065331,56.5530865,43.69236216,99.9993,724.6303238,9.996748168,159677.3637,5.2,5,10.1325
0.1,933.3,5.8,0.99,0.198692327,175.411,0.999993,72.83636761,56.27391458,1.249653822,8.497645986,9.99993,9333.065331,58.28523576,45.03160284,99.9993,746.8416059,10.05564339,163711.0863,5.2,5,10.1325
0.1,933.3,6,0.99,0.198692327,179.732,0.999994,72.83803057,56.2739021,1.213543339,8.494803372,9.99994,9333.055998,60.02095536,46.37156358,99.9994,769.0655704,10.11247098,167743.8756,5.2,5,10.1325
0.1,933.3,6.2,0.99,0.198692327,184.057,0.999994,72.83822394,56.27389065,1.179472055,8.492198795,9.99994,9333.055998,61.75493827,47.71108431,99.9994,791.281486,10.16719547,171780.3981,5.2,5,10.1325
0.1,933.3,6.4,0.99,0.198692327,188.399,0.999995,72.83758209,56.27388023,1.14726036,8.489726663,9.99995,9333.046665,63.48827575,49.05066208,99.9995,813.4991552,10.21999035,175832.7867,5.3,5,10.1325
0.1,933.3,6.6,0.99,0.198692327,192.724,0.999995,72.83651997,56.27387077,1.116760001,8.487376008,9.99995,9333.046665,65.22128291,50.39029937,99.9995,835.7170141,10.27098152,179869.3092,5.3,5,10.1325
0.1,933.3,6.8,0.99,0.198692327,197.049,0.999995,72.83817439,56.27386311,1.087837616,8.485133408,9.99995,9333.046665,66.95684475,51.73002134,99.9995,857.9362576,10.32040595,183905.8317,5.3,5,10.1325
0.1,933.3,7,0.99,0.198692327,201.389,0.999996,72.83815161,56.27385575,1.060376023,8.483008186,9.99996,9333.037332,68.69087004,53.06971726,99.9996,880.1559507,10.36820797,187956.3537,5.4,5,10.1325
0.1,933.3,7.2,0.99,0.198692327,205.714,0.999996,72.83755771,56.27384894,1.034267822,8.480996137,9.99996,9333.037332,70.42427134,54.40935874,99.9996,902.3738796,10.41450881,191992.8762,5.4,5,10.1325
0.1,933.3,7.4,0.99,0.198692327,210.037,0.999996,72.83573016,56.27384249,1.009415452,8.479089794,9.99996,9333.037332,72.15634558,55.74894103,99.9996,924.5908266,10.45937483,196027.5321,5.4,5,10.1325
0.1,933.3,7.6,0.99,0.198692327,214.368,0.999996,72.83828184,56.27383761,0.985725298,8.477237562,9.99996,9333.037332,73.89308359,57.08876269,99.9996,946.8117221,10.50309849,200069.6544,5.4,5,10.1325
0.1,933.3,7.8,0.99,0.198692327,218.709,0.999997,72.83796129,56.27383252,0.963121914,8.47547284,9.99997,9333.027999,75.62693804,58.42856624,99.9997,969.0332936,10.54548152,204121.1097,5.5,6,10.1325
0.1,933.3,8,0.99,0.198692327,223.033,0.999997,72.83726634,56.27382777,0.941536008,8.473824073,9.99997,9333.027999,77.36004328,59.76811007,99.9997,991.2496092,10.58667207,208156.6989,5.5,6,10.1325
0.1,933.3,8.2,0.99,0.198692327,227.356,0.999997,72.83817043,56.27382375,0.920865301,8.471960767,9.99997,9333.027999,79.09752965,61.10972333,99.9997,1013.500237,10.62681397,212191.3548,5.5,6,10.1325
0.1,933.3,8.4,0.99,0.198692327,231.698,0.999997,72.83826107,56.27381988,0.901132477,8.470645281,9.99997,9333.027999,80.82969258,62.44788789,99.9997,1035.693668,10.6658706,216243.7434,5.5,6,10.1325
0.1,933.3,8.6,0.99,0.198692327,236.02,0.999997,72.83787696,56.2738162,0.882159993,8.468735929,9.99997,9333.027999,82.56764937,63.79094118,99.9997,1057.968178,10.70390714,220277.466,5.5,6,10.1325
0.1,933.3,8.8,0.99,0.198692327,240.361,0.999997,72.83672779,56.27381267,0.864056383,8.467752551,9.99997,9333.027999,84.29626728,65.12747755,99.9997,1080.134605,10.74096057,224328.9213,5.5,6,10.1325
0.1,933.3,9,0.99,0.198692327,244.684,0.999997,72.83831509,56.27380987,0.846638362,8.466383617,9.99997,9333.027999,86.03238217,66.46735184,99.9997,1102.356381,10.77721327,228363.5772,5.5,6,10.1325
0.1,933.3,9.2,0.99,0.198692327,249.03,0.999997,72.83836354,56.27380702,0.831568242,8.481996071,9.99997,9333.027999,87.59156475,67.67190491,99.9997,1122.333866,10.81253988,232419.699,5.5,6,10.1325
0.1,933.3,9.4,0.99,0.198692327,253.385,0.999997,72.83777963,56.27380422,0.813866013,8.464206537,9.99997,9333.027999,89.49603307,69.1438189,99.9997,1146.745515,10.84701488,236484.2205,5.5,6,10.1325
0.1,933.3,9.6,0.99,0.198692327,257.727,0.999998,72.83856354,56.27380186,0.799757184,8.477426149,9.99998,9333.018666,91.07584779,70.3636091,99.9998,1166.976868,10.88094668,240536.6091,5.7,6,10.1325
0.1,933.3,9.8,0.99,0.198692327,262.077,0.999998,72.83872081,56.27379953,0.784331965,8.470785227,9.99998,9333.018666,92.86720932,71.74742585,99.9998,1189.927447,10.91390502,244596.4641,5.7,6,10.1325
0.1,933.3,10,0.99,0.198692327,266.417,0.999998,72.83844937,56.27379729,0.769411242,8.463523659,9.99998,9333.018666,94.66777378,73.13877708,99.9998,1213.002986,10.94593713,248646.9861,5.7,6,10.1325
0.1,933.3,10.2,0.99,0.198692327,270.758,0.999998,72.83802447,56.27379516,0.756784385,8.475985115,9.99998,9333.018666,96.24673274,74.35908596,99.9998,1233.241795,10.97745558,252698.4414,5.7,6,10.1325
0.1,933.3,10.4,0.99,0.198692327,275.1,0.999998,72.83879333,56.27379333,0.742369953,8.463017467,9.99998,9333.018666,98.11656979,75.80289731,99.9998,1257.187376,11.00854175,256750.83,5.7,6,10.1325
0.1,933.3,10.6,0.99,0.198692327,279.437,0.999999,72.83879976,56.2737915,0.729467018,8.461817406,9.99999,9333.009333,99.85208102,77.14370921,99.9999,1279.425997,11.03878004,260798.5521,6,6,10.1325
0.1,933.3,10.8,0.99,0.198692327,283.772,0.999999,72.8385282,56.27378973,0.717518172,8.466714426,9.99999,9333.009333,101.5145415,78.42838265,99.9999,1300.732307,11.06820304,264844.4076,6,6,10.1325
0.1,933.3,11,0.99,0.198692327,288.114,0.999999,72.83772222,56.27378798,0.704375364,8.452504372,9.99999,9333.009333,103.407538,79.8917606,99.9999,1325.002426,11.09719938,268896.7962,6,6,10.1325
0.1,933.3,11.2,0.99,0.198692327,292.447,0.999999,72.83892478,56.27378661,0.693400366,8.45948447,9.99999,9333.009333,105.0459854,81.15626893,99.9999,1345.974291,11.12589347,272940.7851,6,6,10.1325
0.1,933.3,11.4,0.99,0.198692327,296.782,0.999999,72.83882081,56.27378513,0.68225565,8.459970059,9.99999,9333.009333,106.76177,82.48196278,99.9999,1367.96092,11.15380436,276986.6406,6,6,10.1325
0.1,933.3,11.6,0.99,0.198692327,301.12,0.999999,72.83832745,56.27378367,0.67080405,8.452131028,9.99999,9333.009333,108.5836132,83.8900476,99.9999,1391.314001,11.18098981,281035.296,6,6,10.1325
0.1,933.3,11.8,0.99,0.198692327,305.446,0.999999,72.83888608,56.27378243,0.660697268,8.456925033,9.99999,9333.009333,110.2454779,85.1733239,99.9999,1412.597133,11.2080773,285072.7518,6,6,10.1325
0.1,933.3,12,0.99,0.198692327,309.781,0.999999,72.83891966,56.27378117,0.650376068,8.45488889,9.99999,9333.009333,111.9950798,86.52498747,99.9999,1435.014466,11.23447065,289118.6073,6,6,10.1325
0.1,933.3,12.2,0.99,0.198692327,314.117,0.999999,72.83866999,56.27377995,0.640228571,8.451017139,9.99999,9333.009333,113.7697898,87.89638964,99.9999,1457.759164,11.26037991,293165.3961,6,6,10.1325
0.1,933.3,12.4,0.99,0.198692327,318.45,0.999999,72.8382814,56.27377876,0.631071571,8.456359054,9.99999,9333.009333,115.420001,89.17178547,99.9999,1478.911599,11.28564479,297209.385,6,6,10.1325
0.1,933.3,12.6,0.99,0.198692327,322.786,1,72.83894958,56.27377776,0.621390697,8.450913479,10,9333,117.219247,90.5610239,100,1501.953609,11.31088288,301256.1738,6.4,6,10.1325
0.1,933.3,12.8,0.99,0.198692327,327.114,1,72.83885891,56.27377671,0.612284917,8.449531861,10,9333,118.9623602,91.90782772,100,1524.290364,11.33547479,305295.4962,6.3,6,10.1325
0.1,933.3,13,0.99,0.198692327,331.445,1,72.83860928,56.27377569,0.603707913,8.451910784,10,9333,120.6520698,93.21357973,100,1545.946276,11.35964751,309337.6185,6.4,6,10.1325
0.2,933.3,0.2,0.99,0.298692327,54.6251,0.993505,82.92357239,72.57268409,7.375264844,8.850317812,4.967525,4697.007061,11.24347046,9.840010579,99.3505,125.722701,1.253500466,50981.60583,2.2,2,20.265
0.2,933.3,0.4,0.99,0.298692327,58.9233,0.994334,82.97652599,72.56785003,6.276575986,8.78720638,4.97167,4693.091054,13.2200305,11.56169386,99.4334,147.8532124,3.810337385,54993.11589,2.2,2,20.265
0.2,933.3,0.6,0.99,0.298692327,63.2161,0.99538,83.01786461,72.55127378,5.464870333,8.743792533,4.9769,4688.159296,15.19118653,13.27593691,99.538,169.9927166,4.889750206,58999.58613,2.3,2,20.265
0.2,933.3,0.8,0.99,0.298692327,67.4978,0.996592,83.05395844,72.52774893,4.841423034,8.714561461,4.98296,4682.457816,17.15486498,14.98066755,99.6592,192.1169266,5.581657746,62995.69674,2.5,2,20.265
0.2,933.3,1,0.99,0.298692327,71.7964,0.997576,83.10425339,72.50590072,4.342713704,8.685427408,4.98788,4677.839082,19.13647987,16.69598911,99.7576,214.3907576,6.093476255,67007.58012,2.6,3,20.265
0.2,933.3,1.2,0.99,0.298692327,76.0844,0.998433,83.14448227,72.48508721,3.938713101,8.665168822,4.992165,4673.823882,21.10955537,18.4032412,99.8433,236.5842586,6.490467107,71009.57052,2.8,3,20.265
0.2,933.3,1.4,0.99,0.298692327,80.3701,0.999024,83.16612984,72.46922111,3.604075741,8.649781778,4.99512,4671.058954,23.07557771,20.1075744,99.9024,258.7040801,6.812799321,75009.41433,3,3,20.265
0.2,933.3,1.6,0.99,0.298692327,84.6563,0.999386,83.1680154,72.45870585,3.322326082,8.638047814,4.99693,4669.366991,25.0330682,21.80963098,99.9386,280.7451559,7.081799326,79009.72479,3.2,3,20.265
0.2,933.3,1.8,0.99,0.298692327,88.9398,0.999596,83.195057,72.45314651,3.080753322,8.626109302,4.99798,4668.386028,27.00477717,23.51799672,99.9596,302.8229946,7.31604833,83007.51534,3.4,3,20.265
0.2,933.3,2,0.99,0.298692327,93.2274,0.999734,83.19536557,72.4492829,2.872910001,8.618730002,4.99867,4667.741619,28.95857007,25.21808302,99.9734,324.7758343,7.518654551,87009.13242,3.6,4,20.265
0.2,933.3,2.2,0.99,0.298692327,97.5015,0.999821,83.19806062,72.44694337,2.690105602,8.608337926,4.999105,4667.335453,30.92743295,26.93089198,99.9821,346.8759511,7.699157415,90998.14995,3.7,4,20.265
0.2,933.3,2.4,0.99,0.298692327,101.803,0.999871,83.20479259,72.44546922,2.529748683,8.601145522,4.999355,4667.102056,32.89053698,28.63741751,99.9871,368.8823363,7.861818883,95012.7399,3.9,4,20.265
0.2,933.3,2.6,0.99,0.298692327,106.097,0.999895,83.20884902,72.44446567,2.387544597,8.595160549,4.999475,4666.990034,34.85122293,30.34266491,99.9895,390.862648,8.009583568,99020.3301,4,4,20.265
0.2,933.3,2.8,0.99,0.298692327,110.382,0.999926,83.20750207,72.44374855,2.260937641,8.591563036,4.99963,4666.845347,36.80221009,32.04146246,99.9926,412.7627931,8.144144829,103019.5206,4.1,4,20.265
0.2,933.3,3,0.99,0.298692327,114.668,0.999945,83.20217292,72.44322016,2.145290578,8.581162312,4.999725,4666.756672,38.78363788,33.76848847,99.9945,435.0220329,8.267844131,107019.6444,4.3,4,20.265
0.2,933.3,3.2,0.99,0.298692327,118.954,0.999958,83.20776113,72.44287236,2.042599073,8.578916105,4.99979,4666.696001,40.73621801,35.46602627,99.9958,456.8986709,8.383607371,111019.7682,4.4,4,20.265
0.2,933.3,3.4,0.99,0.298692327,123.259,0.999969,83.2096978,72.44260098,1.948784239,8.574650652,4.999845,4666.644666,42.69826086,37.17322807,99.9969,478.8991254,8.491255276,115037.6247,4.5,5,20.265
0.2,933.3,3.6,0.99,0.298692327,127.531,0.999971,83.20626972,72.44238051,1.862856933,8.569141894,4.999855,4666.635332,44.66594736,38.88778532,99.9971,500.9901284,8.591221494,119024.6823,4.5,5,20.265
0.2,933.3,3.8,0.99,0.298692327,131.84,0.999984,83.20958227,72.44222151,1.784812974,8.567102275,4.99992,4666.574665,46.62089725,40.58813028,99.9984,522.9035652,8.686035744,123046.272,4.8,5,20.265
0.2,933.3,4,0.99,0.298692327,136.124,0.999988,83.21065317,72.44209107,1.712530448,8.562652239,4.99994,4666.555999,48.58929853,42.30119889,99.9988,544.9764713,8.775044569,127044.5292,4.9,5,20.265
0.2,933.3,4.2,0.99,0.298692327,140.412,0.999992,83.21012081,72.44198329,1.646035553,8.559384874,4.99996,4666.537332,50.55183691,44.00997486,99.9992,566.9941527,8.859094181,131046.5196,5.1,5,20.265
0.2,933.3,4.4,0.99,0.298692327,144.701,0.999993,83.20649218,72.44189129,1.584647395,8.557095935,4.999965,4666.532666,52.50789067,45.71483316,99.9993,588.9597078,8.938358582,135049.4433,5.2,5,20.265
0.2,933.3,4.6,0.99,0.298692327,149.041,0.999985,83.21089829,72.44182448,1.525003241,8.540018151,4.999925,4666.569999,54.5644075,47.50273476,99.9985,611.9895193,9.014579405,139099.9653,4.8,5,20.265
0.2,933.3,4.8,0.99,0.298692327,153.255,0.999982,83.21122019,72.44176424,1.474334599,8.551140673,4.99991,4666.583999,56.43984768,49.13522636,99.9982,633.0199409,9.086768873,143032.8915,4.7,5,20.265
0.2,933.3,5,0.99,0.298692327,157.531,0.999983,83.20922686,72.44171103,1.424811768,8.548870608,4.999915,4666.579332,58.40015414,50.84300443,99.9983,655.022758,9.155533847,147023.6823,4.8,5,20.265
0.2,933.3,5.2,0.99,0.298692327,161.829,0.999984,83.21123988,72.44166911,1.378452155,8.54640336,4.99992,4666.574665,60.36570772,52.55290788,99.9984,677.0529277,9.221619258,151035.0057,4.8,5,20.265
0.2,933.3,5.4,0.99,0.298692327,166.098,0.999985,83.21158118,72.44163174,1.335048855,8.544312672,4.999925,4666.569999,62.32849148,54.26140884,99.9985,699.0650545,9.28481885,155019.2634,4.8,5,20.265
0.2,933.3,5.6,0.99,0.298692327,170.397,0.999986,83.2110329,72.44159857,1.294289911,8.542313415,4.99993,4666.565332,64.29087654,55.97014852,99.9986,721.0802816,9.345406461,159031.5201,4.9,5,20.265
0.2,933.3,5.8,0.99,0.298692327,174.68,0.999987,83.20867486,72.44156841,1.25595967,8.540525759,4.999935,4666.560665,66.25107224,57.67825999,99.9987,743.0874486,9.40349609,163028.844,4.9,5,20.265
0.2,933.3,6,0.99,0.298692327,178.962,0.999988,83.21167609,72.44154544,1.219806136,8.538642954,4.99994,4666.555999,68.2171319,59.38775292,99.9988,765.1123999,9.459839297,167025.2346,4.9,5,20.265
0.2,933.3,6.2,0.99,0.298692327,183.264,0.999989,83.2115852,72.4415232,1.185690087,8.536968629,4.999945,4666.551332,70.1798776,61.0965074,99.9989,787.1278875,9.513902993,171040.2912,5,5,20.265
0.2,933.3,6.4,0.99,0.298692327,187.551,0.99999,83.2103299,72.44150277,1.153431838,8.535395603,4.99995,4666.546665,72.14152336,62.80518742,99.999,809.1424531,9.565978754,175041.3483,5,5,20.265
0.2,933.3,6.6,0.99,0.298692327,191.836,0.999991,83.21159744,72.4414859,1.122875185,8.533851408,4.999955,4666.541999,74.10582987,64.5142816,99.9991,831.1623701,9.616494356,179040.5388,5,5,20.265
0.2,933.3,6.8,0.99,0.298692327,196.121,0.999991,83.21181269,72.44147025,1.093899164,8.532413478,4.999955,4666.541999,76.06899743,66.22316996,99.9991,853.1788223,9.665422728,183039.7293,5,5,20.265
0.2,933.3,7,0.99,0.298692327,200.422,0.999992,83.21126152,72.44145574,1.066380906,8.531047249,4.99996,4666.537332,78.03146234,67.93206379,99.9992,875.1962157,9.712415902,187053.8526,5.1,5,20.265
0.2,933.3,7.2,0.99,0.298692327,204.707,0.999992,83.21029806,72.44144236,1.040213856,8.529753617,4.99996,4666.537332,79.99345289,69.64091274,99.9992,897.2121727,9.75806816,191053.0431,5.1,5,20.265
0.2,933.3,7.4,0.99,0.298692327,209.009,0.999993,83.21178705,72.44143144,1.015296629,8.528491686,4.999965,4666.532666,81.95810431,71.35001668,99.9993,919.232311,9.802717589,195068.0997,5.2,5,20.265
0.2,933.3,7.6,0.99,0.298692327,213.282,0.999993,83.21178452,72.44142078,0.991549003,8.527321429,4.999965,4666.532666,83.92100061,73.05884079,99.9993,941.2479501,9.845775798,199056.0906,5.2,5,20.265
0.2,933.3,7.8,0.99,0.298692327,217.585,0.999993,83.21092315,72.44141068,0.968883099,8.526171273,4.999965,4666.532666,85.88334673,74.7679578,99.9993,963.2673619,9.887374253,203072.0805,5.2,5,20.265
0.2,933.3,8,0.99,0.298692327,221.87,0.999994,83.21175413,72.44140209,0.947232064,8.525088574,4.99997,4666.527999,87.84727346,76.47693196,99.9994,985.285904,9.928281517,207071.271,5.2,5,20.265
0.2,933.3,8.2,0.99,0.298692327,226.17,0.999994,83.21190785,72.44139394,0.926526358,8.524042489,4.99997,4666.527999,89.81062134,78.18600448,99.9994,1007.304749,9.967864682,211084.461,5.2,5,20.265
0.2,933.3,8.4,0.99,0.298692327,230.453,0.999994,83.21150466,72.44138621,0.90670498,8.523026808,4.99997,4666.527999,91.77351678,79.89521161,99.9994,1029.325328,10.00619713,215081.7849,5.2,5,20.265
0.2,933.3,8.6,0.99,0.298692327,234.735,0.999994,83.21078162,72.44137892,0.88765372,8.52147571,4.99997,4666.527999,93.74239049,81.60995363,99.9994,1051.417213,10.04366822,219078.1755,5.2,5,20.265
0.2,933.3,8.8,0.99,0.298692327,239.039,0.999994,83.21187314,72.44137285,0.869490469,8.521006599,4.99997,4666.527999,95.70188067,83.31474054,99.9994,1073.380828,10.08051026,223095.0987,5.2,5,20.265
0.2,933.3,9,0.99,0.298692327,243.323,0.999994,83.21183301,72.44136681,0.85204698,8.520469795,4.99997,4666.527999,97.66108561,85.02039037,99.9994,1095.355564,10.11619698,227093.3559,5.2,5,20.265
0.2,933.3,9.2,0.99,0.298692327,247.629,0.999995,83.21158314,72.44136114,0.837587988,8.543397473,4.999975,4666.523333,99.34667686,86.48806122,99.9995,1114.265423,10.15085709,231112.1457,5.3,5,20.265
0.2,933.3,9.4,0.99,0.298692327,251.946,0.999995,83.21198272,72.44135602,0.819594537,8.523783183,4.999975,4666.523333,101.5282301,88.38682148,99.9995,1138.728105,10.18506358,235141.2018,5.3,5,20.265
0.2,933.3,9.6,0.99,0.298692327,256.252,0.999996,83.21231482,72.44135123,0.80457225,8.528465847,4.99998,4666.518666,103.4242914,90.03709891,99.9996,1159.990625,10.21833146,239159.9916,5.4,5,20.265
0.2,933.3,9.8,0.99,0.298692327,260.559,0.999996,83.21219915,72.44134661,0.789962949,8.531599849,4.99998,4666.518666,105.336838,91.70220794,99.9996,1181.443089,10.25080565,243179.7147,5.4,5,20.265
0.2,933.3,10,0.99,0.298692327,264.865,0.999996,83.21144402,72.44134205,0.774043803,8.514481828,4.99998,4666.518666,107.5022418,93.58816879,99.9996,1205.740894,10.28235105,247198.5045,5.4,5,20.265
0.2,933.3,10.2,0.99,0.298692327,269.159,0.999997,83.21244366,72.44133832,0.761226937,8.525741693,4.999985,4666.514,109.3135826,95.16391869,99.9997,1226.043319,10.31368401,251206.0947,5.5,6,20.265
