condensor_pressure(atm),reboiler(pot)_heat_duty(Watt),reflux_ratio,input_mass_fraction_of_acetic_acid,pot_pressure(atm),daily_work(min),produced_acetic_acid_mass_fraction,reboiler(pot)_temperature(C),condensor_temperature(C),upper_product_flow_rate(kg/hr),condensor_mass_flow_outlet_rate,fraction_over_pressure,duty_over_frac_multiplyed_by_pressure,reboiler_temp_on_flowrate,condensor_temp_on_flowrate,upper_product_precent,aceticindutyoverflow,refluxin_pot_devidedby_cond_temp,daily_work_multip_duty,order,order,atmosphere_pressure(kpa)
0.5,466.7,10.6,0.99,0.598692327,521.771,0.999998,102.635404,96.80801969,0.369918168,4.291050744,1.999996,933.4018668,277.4543478,261.7011765,99.9998,1261.627861,8.422777302,243510.5257,5.7,6,50.6625
0.5,466.7,10.8,0.99,0.598692327,530.267,0.999998,102.6353851,96.80801032,0.363668855,4.291292493,1.999996,933.4018668,282.222092,266.198243,99.9998,1283.307767,8.447010757,247475.6089,5.7,6,50.6625
0.5,466.7,11,0.99,0.598692327,538.763,0.999998,102.6354616,96.80800151,0.357573158,4.290877896,1.999996,933.4018668,287.0334624,270.7362098,99.9998,1305.184845,8.470782592,251440.6921,5.7,6,50.6625
0.5,466.7,11.2,0.99,0.598692327,547.259,0.999998,102.6353224,96.80799301,0.351664127,4.290302352,1.999996,933.4018668,291.8561049,275.2853803,99.9998,1327.115934,8.494033754,255405.7753,5.7,6,50.6625
0.5,466.7,11.4,0.99,0.598692327,555.754,0.999998,102.6354807,96.80798518,0.346008736,4.290508323,1.999996,933.4018668,296.6268481,279.7848007,99.9998,1348.807179,8.516909823,259370.3918,5.7,6,50.6625
0.5,466.7,11.6,0.99,0.598692327,564.25,0.999998,102.6352711,96.80797746,0.340528294,4.290656504,1.999996,933.4018668,301.4001273,284.2876178,99.9998,1370.5148,8.539260723,263335.475,5.7,6,50.6625
0.5,466.7,11.8,0.99,0.598692327,572.746,0.999998,102.635467,96.80797042,0.335154058,4.289971939,1.999996,933.4018668,306.2336996,288.8461834,99.9998,1392.491172,8.561296144,267300.5582,5.7,6,50.6625
0.5,466.7,12,0.99,0.598692327,581.242,0.999998,102.6355065,96.80796361,0.329990287,4.289873725,1.999996,933.4018668,311.0258415,293.3661006,99.9998,1414.281225,8.582889772,271265.6414,5.7,6,50.6625
0.5,466.7,12.2,0.99,0.598692327,589.737,0.999998,102.6354438,96.80795705,0.32499771,4.289969772,1.999996,933.4018668,315.8035907,297.872736,99.9998,1436.007246,8.604069027,275230.2579,5.7,6,50.6625
0.5,466.7,12.4,0.99,0.598692327,598.233,0.999998,102.6355344,96.8079509,0.320121082,4.289622503,1.999996,933.4018668,320.6147302,302.4104199,99.9998,1457.882946,8.624911923,279195.3411,5.7,6,50.6625
0.5,466.7,12.6,0.99,0.598692327,606.729,0.999998,102.635379,96.80794487,0.315386468,4.289255965,1.999996,933.4018668,325.427339,306.9502172,99.9998,1479.768836,8.645329778,283160.4243,5.7,6,50.6625
0.5,466.7,12.8,0.99,0.598692327,615.224,0.999998,102.635538,96.80793931,0.310826352,4.289403661,1.999996,933.4018668,330.2021763,311.4534486,99.9998,1501.47844,8.665477063,287125.0408,5.7,6,50.6625
0.5,466.7,13,0.99,0.598692327,623.721,0.999998,102.6355456,96.8079339,0.306376584,4.289272172,1.999996,933.4018668,334.9980094,315.9769351,99.9998,1523.285693,8.685246798,291090.5907,5.7,6,50.6625
0.6,466.7,0.2,0.99,0.698692327,79.8387,0.993288,106.9916345,102.2753819,3.644820008,4.373784009,1.65548,783.0894296,29.35443568,28.06047532,99.3288,127.1852955,0.487794946,37260.72129,2.2,2,60.795
0.6,466.7,0.4,0.99,0.698692327,88.3275,0.994046,107.0235089,102.2664839,3.111479206,4.356070888,1.656743333,782.4922924,34.39634394,32.86748107,99.4046,149.0999096,2.803469137,41222.44425,2.2,2,60.795
0.6,466.7,0.6,0.99,0.698692327,96.7705,0.994873,107.0539696,102.2526093,2.718710463,4.349936741,1.658121667,781.8418364,39.37674535,37.61070208,99.4873,170.7821541,3.696378989,45162.79235,2.3,2,60.795
0.6,466.7,0.8,0.99,0.698692327,105.268,0.995775,107.0935936,102.2372011,2.412399438,4.342318989,1.659625,781.1336229,44.39297736,42.37988099,99.5775,192.6414777,4.267469224,49128.5756,2.4,2,60.795
0.6,466.7,1,0.99,0.698692327,113.765,0.996707,107.1308609,102.2181017,2.16833612,4.336672239,1.661178333,780.4032011,49.40694382,47.14126226,99.6707,214.5253924,4.690483995,53094.1255,2.5,2,60.795
0.6,466.7,1.2,0.99,0.698692327,122.239,0.997542,107.1654143,102.1985174,1.969443765,4.332776282,1.66257,779.7499587,54.41405143,51.8920719,99.7542,236.3879892,5.021808937,57048.9413,2.6,3,60.795
0.6,466.7,1.4,0.99,0.698692327,130.711,0.998234,107.1958958,102.1811086,1.803960833,4.329506,1.663723333,779.2094172,59.42251842,56.64264251,99.8234,258.2516201,5.293849115,61002.8237,2.8,3,60.795
0.6,466.7,1.6,0.99,0.698692327,139.17,0.998743,107.2157179,102.1673108,1.663834678,4.325970164,1.664571667,778.8123004,64.43892489,61.40472494,99.8743,280.1440336,5.521505983,64950.639,2.9,3,60.795
0.6,466.7,1.8,0.99,0.698692327,147.664,0.999104,107.234425,102.1574102,1.544103401,4.323489524,1.665173333,778.530897,69.44769692,66.15969507,99.9104,301.975785,5.717709583,68914.7888,3,3,60.795
0.6,466.7,2,0.99,0.698692327,156.139,0.999349,107.2417727,102.1501357,1.440464695,4.321394085,1.665581667,778.3400327,74.44942806,70.91470972,99.9349,323.781749,5.88701168,72870.0713,3.2,3,60.795
0.6,466.7,2.2,0.99,0.698692327,164.613,0.999511,107.2528986,102.1452905,1.349955457,4.319857463,1.665851667,778.2138799,79.44921299,75.66567469,99.9511,345.5460558,6.038439018,76824.8871,3.3,3,60.795
0.6,466.7,2.4,0.99,0.698692327,173.032,0.999616,107.2590292,102.1418089,1.270029923,4.31810174,1.666026667,778.1321361,84.45393859,80.42472621,99.9616,367.3305476,6.175902863,80754.0344,3.4,3,60.795
0.6,466.7,2.6,0.99,0.698692327,181.499,0.999698,107.2621616,102.1392962,1.198949373,4.316217743,1.666163333,778.06831,89.46346193,85.19066649,99.9698,389.1399146,6.297500044,84705.5833,3.5,4,60.795
0.6,466.7,2.8,0.99,0.698692327,189.938,0.999757,107.2663592,102.1375022,1.135523694,4.314990038,1.666261667,778.0223928,94.4642192,89.94748654,99.9757,410.8999172,6.409211134,88644.0646,3.6,4,60.795
0.6,466.7,3,0.99,0.698692327,198.419,0.9998,107.2663573,102.1361308,1.078470663,4.313882652,1.666333333,777.9889311,99.46154401,94.70459815,99.98,432.6558672,6.510931231,92602.1473,3.7,4,60.795
0.6,466.7,3.2,0.99,0.698692327,206.899,0.999833,107.2702997,102.1351359,1.026814825,4.312622267,1.666388333,777.9632532,104.4689821,99.46792094,99.9833,454.4364276,6.606223719,96559.7633,3.8,4,60.795
0.6,466.7,3.4,0.99,0.698692327,215.354,0.999859,107.2718528,102.1343528,0.979904984,4.311581928,1.666431667,777.9430233,109.4716881,104.2288329,99.9859,476.2035126,6.694329888,100505.7118,3.9,4,60.795
0.6,466.7,3.6,0.99,0.698692327,223.821,0.99988,107.2724116,102.1337339,0.937097024,4.310646311,1.666466667,777.9266845,114.4731109,108.9894977,99.988,497.9676426,6.776609334,104457.2607,3.9,4,60.795
0.6,466.7,3.8,0.99,0.698692327,232.308,0.999895,107.2738686,102.1332485,0.897867087,4.309762016,1.666491667,777.9150144,119.4763348,113.7509661,99.9895,519.7328239,6.853990934,108418.1436,4,4,60.795
0.6,466.7,4,0.99,0.698692327,240.8,0.999909,107.2733886,102.132847,0.861791084,4.30895542,1.666515,777.9041226,124.4772551,118.5123041,99.9909,541.4972828,6.926432509,112381.36,4,4,60.795
0.6,466.7,4.2,0.99,0.698692327,249.296,0.999927,107.2752118,102.1325297,0.828499883,4.308199394,1.666545,777.8901193,129.4812636,123.2740423,99.9927,563.2661395,6.995531246,116346.4432,4.1,4,60.795
0.6,466.7,4.4,0.99,0.698692327,257.757,0.999939,107.2757424,102.132262,0.797694013,4.307547671,1.666565,777.8807841,134.482321,128.0343845,99.9939,585.0257412,7.060793132,120295.1919,4.2,4,60.795
0.6,466.7,4.6,0.99,0.698692327,266.249,0.999948,107.2759411,102.1320371,0.769065436,4.306766441,1.66658,777.8737828,139.4887042,132.8001915,99.9948,606.8088745,7.122621181,124258.4083,4.3,4,60.795
0.6,466.7,4.8,0.99,0.698692327,274.735,0.999953,107.2766255,102.1318489,0.742366053,4.30572311,1.666588333,777.8698932,144.5063726,137.5761303,99.9953,628.6360522,7.181626909,128218.8245,4.3,4,60.795
0.6,466.7,5,0.99,0.698692327,283.221,0.999957,107.2764127,102.1316856,0.717459778,4.304758665,1.666595,777.8667816,149.5225461,142.3517928,99.9957,650.4614565,7.237710478,132179.2407,4.4,4,60.795
0.6,466.7,5.2,0.99,0.698692327,291.706,0.999959,107.2772038,102.1315486,0.694408752,4.30533426,1.666598333,777.8652258,154.4871137,147.0769894,99.9959,672.0549881,7.291607959,136139.1902,4.4,4,60.795
0.6,466.7,5.4,0.99,0.698692327,300.201,0.999963,107.2764758,102.1314257,0.671965453,4.300578898,1.666605,777.8621142,159.6458201,151.9891019,99.9963,694.5040555,7.342847752,140103.8067,4.4,4,60.795
0.6,466.7,5.6,0.99,0.698692327,308.677,0.999963,107.2775714,102.1313235,0.653985908,4.316306991,1.666605,777.8621142,164.0365184,156.1674683,99.9963,713.5975357,7.392494496,144059.5559,4.4,4,60.795
0.6,466.7,5.8,0.99,0.698692327,317.17,0.999963,107.2778755,102.1312317,0.634198299,4.31254843,1.666605,777.8621142,169.1550982,161.0399017,99.9963,735.8624789,7.440003194,148023.239,4.4,4,60.795
0.6,466.7,6,0.99,0.698692327,325.724,0.999965,107.2780109,102.1311502,0.61486939,4.304085728,1.666608333,777.8605585,174.4728436,166.1021867,99.9965,758.99642,7.485694942,152015.3908,4.5,4,60.795
0.6,466.7,6.2,0.99,0.698692327,334.273,0.999973,107.2788063,102.1310794,0.598309408,4.30782774,1.666621667,777.8543354,179.3032247,170.6994375,99.9973,780.0101295,7.530047773,156005.2091,4.6,5,60.795
0.6,466.7,6.4,0.99,0.698692327,342.797,0.999979,107.2786402,102.1310144,0.582709156,4.312047755,1.666631667,777.8496682,184.1032342,175.2692803,99.9979,800.8973163,7.572475462,159983.3599,4.7,5,60.795
0.6,466.7,6.6,0.99,0.698692327,351.304,0.999982,107.2792511,102.1309575,0.566406337,4.304688161,1.666636667,777.8473346,189.4033384,180.3139387,99.9982,823.9519387,7.613666313,163953.5768,4.7,5,60.795
0.6,466.7,6.8,0.99,0.698692327,359.816,0.999986,107.2794357,102.1309056,0.551722225,4.303433352,1.666643333,777.8442232,194.4446516,185.1129084,99.9986,845.8848409,7.653390143,167926.1272,4.9,5,60.795
0.6,466.7,7,0.99,0.698692327,368.313,0.999989,107.2795353,102.1308586,0.538272257,4.306178059,1.666648333,777.8418896,199.3034823,189.7382918,99.9989,867.0238155,7.691816649,171891.6771,5,5,60.795
0.6,466.7,7.2,0.99,0.698692327,376.812,0.999991,107.2797996,102.1308162,0.52488569,4.304062658,1.666651667,777.8403339,204.3869772,194.577254,99.9991,889.1379753,7.729094247,175858.1604,5,5,60.795
0.6,466.7,7.4,0.99,0.698692327,385.3,0.999992,107.2795597,102.1307768,0.511991715,4.300730405,1.666653333,777.839556,209.5337807,199.4774013,99.9992,911.5308955,7.765097479,179819.51,5.1,5,60.795
0.6,466.7,7.6,0.99,0.698692327,393.794,0.999994,107.279983,102.1307418,0.500323995,4.302786357,1.666656667,777.8380004,214.4210233,204.12921,99.9994,932.789961,7.800241341,183783.6598,5.2,5,60.795
0.6,466.7,7.8,0.99,0.698692327,402.289,0.999996,107.279645,102.1307087,0.489139422,4.30442691,1.66666,777.8364447,219.3232447,208.7967238,99.9996,954.1208756,7.834161357,187748.2763,5.4,5,60.795
0.6,466.7,8,0.99,0.698692327,410.775,0.999997,107.2800745,102.1306793,0.477860422,4.300743795,1.666661667,777.8356668,224.5008575,213.7249177,99.9997,976.6420877,7.867356103,191708.6925,5.5,6,60.795
0.6,466.7,8.2,0.99,0.698692327,419.257,0.999997,107.2801745,102.1306518,0.467465527,4.30068285,1.666661667,777.8356668,229.4932317,218.4773975,99.9997,998.3593928,7.899551763,195667.2419,5.5,6,60.795
0.6,466.7,8.4,0.99,0.698692327,427.737,0.999997,107.280078,102.1306261,0.457638011,4.301797308,1.666661667,777.8356668,234.4212573,223.1690191,99.9997,1019.798592,7.93083786,199624.8579,5.5,6,60.795
0.6,466.7,8.6,0.99,0.698692327,436.218,0.999997,107.2802669,102.1306027,0.447951705,4.300336365,1.666661667,777.8356668,239.4906992,227.9946736,99.9997,1041.85026,7.961400719,203582.9406,5.5,6,60.795
0.6,466.7,8.8,0.99,0.698692327,444.698,0.999997,107.2799658,102.1305803,0.438651421,4.298783926,1.666661667,777.8356668,244.5676925,232.8285637,99.9997,1063.93956,7.991047324,207540.5566,5.5,6,60.795
0.6,466.7,9,0.99,0.698692327,453.178,0.999997,107.2803011,102.1305603,0.430005383,4.300053835,1.666661667,777.8356668,249.4859489,237.5099575,99.9997,1085.331993,8.020152902,211498.1726,5.5,6,60.795
0.6,466.7,9.2,0.99,0.698692327,461.658,0.999997,107.2803317,102.1305413,0.421546532,4.299774629,1.666661667,777.8356668,254.4922647,242.2758426,99.9997,1107.110518,8.048468352,215455.7886,5.5,6,60.795
0.6,466.7,9.4,0.99,0.698692327,470.139,0.999997,107.28027,102.1305234,0.413328727,4.298618764,1.666661667,777.8356668,259.5519327,247.0927295,99.9997,1129.122098,8.076089155,219413.8713,5.5,6,60.795
0.6,466.7,9.6,0.99,0.698692327,478.619,0.999997,107.280403,102.1305069,0.405550138,4.298831459,1.666661667,777.8356668,264.530555,251.8320115,99.9997,1150.779045,8.103132251,223371.4873,5.5,6,60.795
0.6,466.7,9.8,0.99,0.698692327,487.099,0.999997,107.2802394,102.1304911,0.398084849,4.299316366,1.666661667,777.8356668,269.4908879,256.5545799,99.9997,1172.359615,8.129475607,227329.1033,5.5,6,60.795
0.6,466.7,10,0.99,0.698692327,495.579,0.999997,107.280436,102.1304767,0.390753612,4.298289729,1.666661667,777.8356668,274.5475224,261.3679659,99.9997,1194.355179,8.155346154,231286.7193,5.5,6,60.795
0.6,466.7,10.2,0.99,0.698692327,504.06,0.999997,107.2801594,102.1304626,0.383834264,4.298943762,1.666661667,777.8356668,279.4960463,266.079587,99.9997,1215.885717,8.180512512,235244.802,5.5,6,60.795
0.6,466.7,10.4,0.99,0.698692327,512.54,0.999997,107.2804282,102.1304497,0.376993382,4.297724554,1.666661667,777.8356668,284.5684654,270.9078054,99.9997,1237.949052,8.205311158,239202.418,5.5,6,60.795
0.6,466.7,10.6,0.99,0.698692327,521.02,0.999997,107.2805014,102.1304376,0.370491867,4.297705653,1.666661667,777.8356668,289.5623658,275.6617536,99.9997,1259.672997,8.229535369,243160.034,5.5,6,60.795
0.6,466.7,10.8,0.99,0.698692327,529.5,0.999997,107.2804051,102.130426,0.364235239,4.297975822,1.666661667,777.8356668,294.5360403,280.3968836,99.9997,1281.310949,8.253213084,247117.65,5.5,6,60.795
0.6,466.7,11,0.99,0.698692327,537.981,0.999997,107.2805403,102.130415,0.35811578,4.29738936,1.666661667,777.8356668,299.5694305,285.1882568,99.9997,1303.205907,8.276488036,251075.7327,5.5,6,60.795
0.6,466.7,11.2,0.99,0.698692327,546.461,0.999997,107.2803224,102.1304045,0.352198974,4.296827478,1.666661667,777.8356668,304.6014624,289.9792792,99.9997,1325.099262,8.299196076,255033.3487,5.5,6,60.795
0.6,466.7,11.4,0.99,0.698692327,554.941,0.999997,107.2805478,102.1303949,0.346550691,4.297228574,1.666661667,777.8356668,309.5666824,294.7055002,99.9997,1346.69649,8.321603031,258990.9647,5.5,6,60.795
0.6,466.7,11.6,0.99,0.698692327,563.421,0.999997,107.2805788,102.1303855,0.34103394,4.297027639,1.666661667,777.8356668,314.5744936,299.4727904,99.9997,1368.481391,8.343525722,262948.5807,5.5,6,60.795
0.6,466.7,11.8,0.99,0.698692327,571.902,0.999997,107.280515,102.1303766,0.33566987,4.296574336,1.666661667,777.8356668,319.6012649,304.258397,99.9997,1390.349989,8.365010325,266906.6634,5.5,6,60.795
0.6,466.7,12,0.99,0.698692327,580.382,0.999997,107.2806161,102.1303682,0.330510111,4.296631444,1.666661667,777.8356668,324.5910261,309.0083019,99.9997,1412.055439,8.3861531,270864.2794,5.5,6,60.795
0.6,466.7,12.2,0.99,0.698692327,588.862,0.999997,107.2804798,102.13036,0.325511267,4.296748726,1.666661667,777.8356668,329.5753194,313.7536863,99.9997,1433.740233,8.406840817,274821.8954,5.5,6,60.795
0.6,466.7,12.4,0.99,0.698692327,597.342,0.999997,107.2806246,102.1303524,0.320618789,4.296291775,1.666661667,777.8356668,334.6049209,318.5413826,99.9997,1455.618372,8.427250496,278779.5114,5.5,6,60.795
0.6,466.7,12.6,0.99,0.698692327,605.823,0.999997,107.2806276,102.1303451,0.315892632,4.296139797,1.666661667,777.8356668,339.6110473,323.3071451,99.9997,1477.396281,8.447260625,282737.5941,5.5,6,60.795
0.6,466.7,12.8,0.99,0.698692327,614.303,0.999997,107.2806167,102.130338,0.311320091,4.296217258,1.666661667,777.8356668,344.599079,328.0557243,99.9997,1499.095667,8.466923401,286695.2101,5.5,6,60.795
0.6,466.7,13,0.99,0.698692327,622.783,0.999997,107.2806722,102.1303313,0.306857151,4.296000114,1.666661667,777.8356668,349.6111199,332.8269555,99.9997,1520.898563,8.4862757,290652.8261,5.5,6,60.795
0.7,466.7,0.2,0.99,0.798692327,79.8728,0.99322,111.1178472,106.9133328,3.642397478,4.370876974,1.418885714,671.2654656,30.50678786,29.35246178,99.322,127.2611725,0.468902439,37276.63576,2.2,2,70.9275
0.7,466.7,0.4,0.99,0.798692327,88.3488,0.993956,111.1487765,106.9048787,3.110478227,4.354669518,1.419937143,670.76841,35.73366164,34.36927406,99.3956,149.1343875,2.730570002,41232.38496,2.2,2,70.9275
0.7,466.7,0.6,0.99,0.798692327,96.8115,0.994757,111.1784089,106.8916754,2.718444027,4.349510443,1.421081429,670.2282927,40.89781058,39.32090356,99.4757,170.7789777,3.602680793,45181.92705,2.3,2,70.9275
0.7,466.7,0.8,0.99,0.798692327,105.259,0.995632,111.2166728,106.8770245,2.412612108,4.342701795,1.422331429,669.63927,46.09803309,44.29929871,99.5632,192.5968343,4.161610352,49124.3753,2.4,2,70.9275
0.7,466.7,1,0.99,0.798692327,113.747,0.996532,111.2530254,106.8587449,2.168837256,4.337674511,1.423617143,669.0344974,51.29616115,49.27006148,99.6532,214.4381664,4.576396075,53085.7249,2.5,2,70.9275
0.7,466.7,1.2,0.99,0.798692327,122.208,0.997379,111.2871176,106.8396688,1.970127062,4.334279536,1.424827143,668.466336,56.4872793,54.2298367,99.7379,236.2673902,4.902326241,57034.4736,2.6,3,70.9275
0.7,466.7,1.4,0.99,0.798692327,130.671,0.998064,111.3178743,106.8224717,1.80442853,4.330628473,1.425805714,668.0075483,61.69148426,59.20016774,99.8064,258.1407138,5.170603062,60984.1557,2.7,3,70.9275
0.7,466.7,1.6,0.99,0.798692327,139.113,0.998604,111.3384211,106.8081165,1.664708414,4.328241875,1.426577143,667.64632,66.88163538,64.1602551,99.8604,279.9580293,5.395381799,64924.0371,2.9,3,70.9275
0.7,466.7,1.8,0.99,0.798692327,147.594,0.998988,111.3580661,106.7976808,1.54502784,4.326077951,1.427125714,667.3896841,72.07511948,69.12346693,99.8988,301.7600639,5.589248347,68882.1198,3,3,70.9275
0.7,466.7,2,0.99,0.798692327,156.056,0.999256,111.3662103,106.7898111,1.44141908,4.324257239,1.427508571,667.2106905,77.26150702,74.08658079,99.9256,323.537257,5.756248454,72831.3352,3.1,3,70.9275
0.7,466.7,2.2,0.99,0.798692327,164.52,0.999421,111.3781667,106.7844882,1.35093464,4.322990847,1.427744286,667.1005369,82.44526669,79.04489608,99.9421,345.2645057,5.907942272,76781.484,3.2,3,70.9275
0.7,466.7,2.4,0.99,0.798692327,172.922,0.999555,111.3849607,106.7806024,1.271003546,4.321412058,1.427935714,667.0111057,87.63544448,84.01282808,99.9555,367.0267639,6.041007299,80702.6974,3.4,3,70.9275
0.7,466.7,2.6,0.99,0.798692327,181.375,0.999648,111.3884358,106.7777605,1.19992055,4.319713982,1.428068571,666.9490518,92.82984254,88.98735879,99.9648,388.80551,6.160680405,84647.7125,3.5,3,70.9275
0.7,466.7,2.8,0.99,0.798692327,189.801,0.999715,111.3930869,106.7757181,1.136493734,4.318676189,1.428164286,666.9043535,98.01469519,93.95187576,99.9715,410.5319516,6.27049026,88580.1267,3.5,4,70.9275
0.7,466.7,3,0.99,0.798692327,198.268,0.999765,111.393229,106.7741409,1.079431274,4.317725095,1.428235714,666.8710004,103.1962217,98.91703481,99.9765,432.2557043,6.370275441,92531.6756,3.6,4,70.9275
0.7,466.7,3.2,0.99,0.798692327,206.735,0.999803,111.3975335,106.7729943,1.02776017,4.316592716,1.42829,666.8456543,108.3886463,103.8890174,99.9803,454.0048092,6.464010782,96483.2245,3.7,4,70.9275
0.7,466.7,3.4,0.99,0.798692327,215.177,0.999833,111.3993506,106.7720866,0.980836317,4.315679796,1.428332857,666.8256456,113.5758828,108.8582108,99.9833,475.7389718,6.550630599,100423.1059,3.8,4,70.9275
0.7,466.7,3.6,0.99,0.798692327,223.631,0.999858,111.3999432,106.7713645,0.938012739,4.314858599,1.428368571,666.8089726,118.7616528,113.827201,99.9858,497.4705665,6.631205505,104368.5877,3.8,4,70.9275
0.7,466.7,3.8,0.99,0.798692327,232.102,0.999876,111.4015876,106.770798,0.898766274,4.314078113,1.428394286,666.7969685,123.9494526,118.7970678,99.9876,519.2029818,6.707268246,108322.0034,3.9,4,70.9275
0.7,466.7,4,0.99,0.798692327,240.58,0.999889,111.4010641,106.7703264,0.862673633,4.313368165,1.428412857,666.7882992,129.1346574,123.7667668,99.9889,540.93249,6.778086119,112278.686,4,4,70.9275
0.7,466.7,4.2,0.99,0.798692327,249.056,0.999902,111.4030477,106.7699542,0.82936554,4.312700809,1.428431429,666.7796301,134.3232173,128.7369067,99.9902,562.664158,6.845995744,116234.4352,4,4,70.9275
0.7,466.7,4.4,0.99,0.798692327,257.505,0.99992,111.4037403,106.7696396,0.798540772,4.312120169,1.428457143,666.7676271,139.5091449,133.7059338,99.992,584.3942856,6.909933618,120177.5835,4.1,4,70.9275
0.7,466.7,4.6,0.99,0.798692327,265.983,0.999932,111.4038671,106.7693738,0.769895316,4.311413772,1.428474286,666.7596254,144.7000192,138.6803784,99.9932,606.1450881,6.970494585,124134.2661,4.2,4,70.9275
0.7,466.7,4.8,0.99,0.798692327,274.465,0.999943,111.4047677,106.7691522,0.743172141,4.310398418,1.42849,666.7522906,149.9043916,143.666785,99.9943,627.9479172,7.028522366,128092.8155,4.2,4,70.9275
0.7,466.7,5,0.99,0.798692327,282.938,0.999949,111.4044809,106.7689585,0.718249398,4.30949639,1.428498571,666.7482899,155.105568,148.6516505,99.9949,649.7411615,7.083421164,132047.1646,4.3,4,70.9275
0.7,466.7,5.2,0.99,0.798692327,291.41,0.999951,111.4053896,106.7687967,0.695205079,4.31027149,1.428501429,666.7469563,160.2482389,153.5788501,99.9951,671.2798076,7.136291399,136001.047,4.3,4,70.9275
0.7,466.7,5.4,0.99,0.798692327,299.885,0.999956,111.4056123,106.7686541,0.674116525,4.314345762,1.428508571,666.7436224,165.2616545,158.3830837,99.9956,692.2830811,7.186746993,139956.3295,4.4,4,70.9275
0.7,466.7,5.6,0.99,0.798692327,308.453,0.999956,111.4056536,106.7685296,0.652624907,4.307324386,1.428508571,666.7436224,170.7039563,163.598613,99.9956,715.0806846,7.235081531,143955.0151,4.4,4,70.9275
0.7,466.7,5.8,0.99,0.798692327,316.836,0.999956,111.406203,106.7684207,0.634839609,4.316909342,1.428508571,666.7436224,175.4871647,168.1817252,99.9956,735.1139697,7.281706654,147867.3612,4.4,4,70.9275
0.7,466.7,6,0.99,0.798692327,325.388,0.99996,111.4063127,106.7683236,0.615488773,4.308421408,1.428514286,666.7409554,181.0046222,173.4691652,99.996,758.2288301,7.326460561,151858.5796,4.4,4,70.9275
0.7,466.7,6.2,0.99,0.798692327,333.911,0.999968,111.4071595,106.7682396,0.599104591,4.313553058,1.428525714,666.7356213,185.9561104,178.2130218,99.9968,778.9709382,7.369864609,155836.2637,4.5,4,70.9275
0.7,466.7,6.4,0.99,0.798692327,342.421,0.999975,111.4069056,106.7681619,0.58349654,4.317874397,1.428535714,666.730954,190.9298477,182.97994,99.9975,799.8133671,7.411375476,159807.8807,4.6,5,70.9275
0.7,466.7,6.6,0.99,0.798692327,350.916,0.999979,111.4076065,106.7680943,0.567025288,4.309392187,1.428541429,666.728287,196.4773158,188.2951194,99.9979,823.0500638,7.451876984,163772.4972,4.7,5,70.9275
0.7,466.7,6.8,0.99,0.798692327,359.414,0.999984,111.4078837,106.7680326,0.552445605,4.309075717,1.428548571,666.7249533,201.6630827,193.2643353,99.9984,844.7755377,7.490823989,167738.5138,4.8,5,70.9275
0.7,466.7,7,0.99,0.798692327,367.898,0.999987,111.4079021,106.7679763,0.538986978,4.311895827,1.428552857,666.7229531,206.6986895,198.0900849,99.9987,865.872371,7.528429329,171697.9966,4.9,5,70.9275
0.7,466.7,7.2,0.99,0.798692327,376.38,0.999989,111.4082255,106.7679258,0.525491591,4.309031043,1.428555714,666.7216197,212.0076277,203.17723,99.9989,888.111008,7.564969107,175656.546,5,5,70.9275
0.7,466.7,7.4,0.99,0.798692327,384.859,0.99999,111.4079181,106.7678783,0.512582879,4.305696186,1.428557143,666.7209529,217.3461554,208.2938831,99.999,910.4778015,7.600183302,179613.6953,5,5,70.9275
0.7,466.7,7.6,0.99,0.798692327,393.329,0.999991,111.4083873,106.7678369,0.500984932,4.308470412,1.428558571,666.7202862,222.3787188,213.1158647,99.9991,931.5565603,7.634634141,183566.6443,5,5,70.9275
0.7,466.7,7.8,0.99,0.798692327,401.808,0.999993,111.4084747,106.767798,0.489571053,4.308225266,1.428561429,666.7189527,227.5634436,218.0843769,99.9993,953.276813,7.667976235,187523.7936,5.2,5,70.9275
0.7,466.7,8,0.99,0.798692327,410.28,0.999994,111.4084536,106.7677621,0.478433724,4.305903519,1.428562857,666.718286,232.8607871,223.1610287,99.9994,975.4688602,7.700347704,191477.676,5.2,5,70.9275
0.7,466.7,8.2,0.99,0.798692327,418.75,0.999994,111.4086409,106.7677293,0.468082792,4.306361683,1.428562857,666.718286,238.0105461,228.0958224,99.9994,997.0398573,7.731910187,195430.625,5.2,5,70.9275
0.7,466.7,8.4,0.99,0.798692327,427.22,0.999995,111.4084725,106.7676985,0.458246737,4.307519327,1.428564286,666.7176193,243.1189653,232.9917267,99.9995,1018.441876,7.762516834,199383.574,5.3,5,70.9275
0.7,466.7,8.6,0.99,0.798692327,435.695,0.999996,111.4087555,106.7676706,0.448505644,4.305654183,1.428565714,666.7169526,248.3998965,238.0520112,99.9996,1040.562453,7.792494121,203338.8565,5.4,5,70.9275
0.7,466.7,8.8,0.99,0.798692327,444.166,0.999996,111.4083877,106.7676437,0.439194831,4.304109342,1.428565714,666.7169526,253.6650705,243.0985891,99.9996,1062.622099,7.821477815,207292.2722,5.4,5,70.9275
0.7,466.7,9,0.99,0.798692327,452.631,0.999996,111.4087951,106.7676199,0.430577883,4.305778828,1.428565714,666.7169526,258.7424937,247.9635488,99.9996,1083.887844,7.850025194,211242.8877,5.4,5,70.9275
